title,user_id,tags,genres,recommend
Slash or Die,76561197974288321,"['Action', 'Indie', 'Pixel Graphics', 'Hack and Slash']",Action,False
Silent Hunter 5®: Battle of the Atlantic,laerte261,"['Simulation', 'World War II', 'Naval', 'Military', 'Historical', 'Strategy', 'Multiplayer', 'Singleplayer']",Simulation,True
Assassin’s Creed® Brotherhood,vizzi0nz,"['Action', 'Adventure', 'Open World', 'Parkour', 'Stealth', 'Third Person', 'Assassin', 'Historical', 'Multiplayer', 'Singleplayer', 'Rome', 'Great Soundtrack', 'Story Rich', 'Atmospheric', 'Conspiracy', 'Action-Adventure', 'Sandbox', 'Medieval', 'Controller', 'Casual']",Action,True
Might &amp; Magic: Heroes VI,76561197996157332,"['Strategy', 'RPG', 'Turn-Based Strategy', 'Turn-Based', 'Fantasy', 'Multiplayer', 'Singleplayer', 'Tactical', 'Base Building', 'Local Multiplayer', 'Adventure']",RPG,False
Hero Zero,Zosiac,"['Free to Play', 'RPG', 'Casual', 'Adventure', 'Massively Multiplayer', 'Indie', 'Strategy', 'Multiplayer', 'Superhero', 'Funny', 'Illuminati']",Adventure,True
Cossacks: Back to War,76561198062988175,"['Strategy', 'RTS', 'Classic', 'Multiplayer', 'Historical']",Strategy,True
Welcome to the Game,76561198091721091,"['Horror', 'Simulation', 'Hacking', 'Indie', 'Psychological Horror', 'Nudity', 'Puzzle', 'Sexual Content', 'Gore', 'Violent', 'Difficult', 'Singleplayer', 'Illuminati', 'Dark', 'First-Person', 'Atmospheric', 'Strategy']",Indie,True
Runeous: Part One,OddSockSR,"['Indie', 'Casual', 'Simulation', 'Visual Novel', 'Adventure', 'Steampunk', 'Story Rich']",Casual,True
Summer Sale,craggyteeth,"['Memes', 'Simulation', 'Singleplayer', 'Indie', 'Casual', 'Great Soundtrack']",Simulation,False
Mount &amp; Blade: Warband,76561198054540475,"['Medieval', 'RPG', 'Open World', 'Strategy', 'Action', 'Sandbox', 'Multiplayer', 'Moddable', 'Military', 'Adventure', 'Horses', 'Realistic', 'First-Person', 'Historical', 'Singleplayer', 'Third Person', 'Hack and Slash', 'Simulation', 'Fantasy', 'Indie']",Action,True
Mount &amp; Blade: With Fire &amp; Sword,jukianinja,"['RPG', 'Open World', 'Action', 'Medieval', 'Strategy', 'Multiplayer', 'Historical', 'Singleplayer', 'War', 'Sandbox', 'Third Person', 'Adventure', 'Character Customization', 'First-Person', 'Moddable', 'Simulation', 'Horses', 'Action RPG', 'Based On A Novel', 'Indie']",Action,True
Freebie,FrostyXIX,"['Casual', 'Indie']",Casual,True
Conan the mighty pig,DerpyMineTurtle,"['Indie', 'Action', 'Adventure', 'Psychological Horror', 'Nudity', 'Gore', 'Anime', 'Platformer', 'Female Protagonist', 'Memes']",Action,True
Ship Simulator Extremes,76561198034573935,"['Simulation', 'Realistic', 'Naval', 'Adventure', 'Multiplayer', 'Open World']",Simulation,False
Gun Done,76561198052054864,"['Casual', 'Indie', 'Pixel Graphics', 'Western']",Casual,False
Just Deserts,yukiist,"['Anime', 'Strategy', 'Visual Novel', 'Dating Sim', 'Indie', 'Casual', 'Simulation', 'Turn-Based Combat', 'Sci-fi', 'Military', 'Aliens', 'Turn-Based', 'Cute', 'Resource Management', 'Psychological Horror', 'Nudity']",Casual,True
Unforgiving Trials: The Darkest Crusade,siddhugoge,"['Adventure', 'Indie', 'RPG', 'RPGMaker']",Adventure,False
Greed Corp,burningfeetman,"['Strategy', 'Turn-Based', 'Multiplayer', 'Puzzle', 'Turn-Based Strategy', 'Singleplayer', 'Local Multiplayer', 'Hex Grid']",Strategy,True
Battle Forever,76561198078767295,"['Action', 'Indie', ""Beat 'em up""]",Action,True
Red Trigger,RebelKirby,"['Free to Play', 'Indie', 'Puzzle', 'FPS', 'Parkour', 'First-Person', 'Strategy', 'Singleplayer', 'Shooter', 'Action', 'Adventure', 'Futuristic', 'Great Soundtrack', 'Co-op']",Free to Play,True
Take Thy Throne,Crafe,"['Adventure', 'Action', 'Casual', 'Indie', 'Pixel Graphics', 'Massively Multiplayer', 'Strategy', 'PvP']",Action,True
Natural Selection 2,BugsyBro,"['Multiplayer', 'Strategy', 'FPS', 'Team-Based', 'Action', 'Sci-fi', 'RTS', 'Indie', 'Aliens', 'Competitive', 'Shooter', 'Co-op', 'Moddable', 'Tactical', 'First-Person', 'Space', 'Atmospheric', 'Online Co-Op', 'Futuristic', 'Adventure']",Action,True
Ragnarok Clicker,Azuralis,"['Free to Play', 'Clicker', 'Casual', 'RPG', 'Adventure', 'Simulation', 'Strategy', 'Anime', 'Cute']",Adventure,False
My Butler,76561198020940001,"['Adventure', 'Otome', 'Anime', 'Visual Novel']",Adventure,True
Magic: The Gathering - Duels of the Planeswalkers 2012,fuzzygrilz,"['Card Game', 'Strategy', 'Trading Card Game', 'Magic', 'Multiplayer', 'Board Game', 'Singleplayer', 'Turn-Based', 'Fantasy']",Strategy,True
Borderlands 2,Rainbow-Dashie,"['FPS', 'Co-op', 'Action', 'RPG', 'Loot', 'Shooter', 'Open World', 'Funny', 'Multiplayer', 'Comedy', 'Adventure', 'Action RPG', 'Online Co-Op', 'Memes', 'Stylized', 'Sci-fi', 'Futuristic', 'Dark Humor', 'Singleplayer', 'Atmospheric']",Action,True
Montaro,76561198044678148,"['Memes', 'Cute', 'Casual', 'Anime', 'Indie', 'Pixel Graphics', 'Runner', 'Great Soundtrack', 'Platformer', '2D', 'Singleplayer', 'Funny', 'Side Scroller', 'Comedy', 'Walking Simulator', 'Atmospheric', 'Story Rich', 'Action', 'Multiplayer', 'Adventure']",Casual,True
Dungeon Fighter Online,76561198046710923,"['Free to Play', 'Massively Multiplayer', 'Action', 'Anime', 'RPG', ""Beat 'em up"", 'Adventure', '2D', 'Side Scroller', 'Hack and Slash', 'Fighting', 'MMORPG', 'Action RPG', '2D Fighter', 'Online Co-Op', 'Great Soundtrack', 'Dungeon Crawler', 'Singleplayer', 'Open World']",Action,True
Beat Hazard,calypto52,"['Music', 'Indie', ""Shoot 'Em Up"", 'Action', 'Music-Based Procedural Generation', 'Twin Stick Shooter', 'Rhythm', 'Casual', 'Colorful', 'Co-op', 'Shooter', 'Multiplayer', 'Bullet Hell', 'Singleplayer', 'Arcade', 'Local Co-Op', 'Space', 'Replay Value', 'Great Soundtrack', '2D']",Action,True
Kingdom: New Lands,76561198068339167,"['Strategy', 'Pixel Graphics', 'Survival', 'Indie', 'Singleplayer', 'Simulation', 'Tower Defense', 'Base Building', '2D', 'Exploration', 'Fantasy', 'Building', 'Adventure', 'Medieval', 'Great Soundtrack', 'Atmospheric', 'Side Scroller', 'Rogue-like', 'Open World', 'Casual']",Indie,False
Replica,76561198062121547,"['Indie', 'Adventure', 'Pixel Graphics', 'Puzzle', 'Dystopian', 'Hacking', 'Story Rich', 'Mystery', 'Political']",Adventure,True
Street Legal Racing: Redline v2.3.1,76561198048590320,"['Racing', 'Simulation', 'Driving', 'Building', 'Kickstarter', 'Singleplayer', 'Open World']",Racing,True
8-Bit Hordes,lachd1223,"['Strategy', 'Indie', 'RTS', 'Simulation', 'Pixel Graphics', 'Multiplayer', 'Horror', 'Voxel', 'Fantasy']",Indie,True
Flight of the Icarus,76561198063539698,"['Indie', 'Action', 'Steampunk']",Action,False
Batman - The Telltale Series,DeliciousPuddin,"['Batman', 'Superhero', 'Story Rich', 'Choices Matter', 'Adventure', 'Singleplayer', 'Episodic', 'Action', 'Atmospheric', 'Quick-Time Events', 'Point & Click', 'Dark', 'Comic Book', 'Choose Your Own Adventure', 'Detective', 'Violent', 'Noir', 'Visual Novel', 'Hidden Object', 'Gore']",Adventure,True
ASRECorp,76561198097172610,"['Action', 'Adventure', 'Indie', 'Great Soundtrack', 'First-Person', 'Sci-fi', 'Shooter', 'Funny', 'Atmospheric', 'Singleplayer', 'Stylized', 'Wargame', 'Survival', 'War', 'Choices Matter', 'Space', 'Choose Your Own Adventure', 'Action-Adventure']",Action,True
Dark Parables: The Exiled Prince Collector's Edition,76561198159037032,"['Adventure', 'Casual', 'Hidden Object']",Adventure,True
klocki,theneonwolf,"['Indie', 'Puzzle', 'Casual', 'Minimalist', 'Singleplayer', 'Relaxing', 'Great Soundtrack']",Casual,True
Half-Life: Opposing Force,pleasedontvotefortrump,"['FPS', 'Action', 'Sci-fi', 'Singleplayer', 'Classic', 'Shooter', 'First-Person', 'Aliens', 'Adventure', ""1990's"", 'Atmospheric', 'Military', 'Story Rich', 'Co-op', 'Silent Protagonist', 'Great Soundtrack', 'Puzzle']",Action,True
Left 4 Dead,3xotic26,"['Zombies', 'Co-op', 'FPS', 'Action', 'Multiplayer', 'Shooter', 'Online Co-Op', 'Team-Based', 'First-Person', 'Horror', 'Survival', 'Post-apocalyptic', 'Singleplayer', 'Atmospheric', 'Adventure', 'Tactical', 'Competitive', 'Moddable', 'Female Protagonist', 'Replay Value']",Action,True
Puppy Dog: Jigsaw Puzzles,76561198034784208,"['Casual', 'Puzzle']",Casual,True
Mafia II,76561198049614185,"['Action', 'Open World', 'Crime', 'Story Rich', 'Atmospheric', 'Singleplayer', 'Third Person', 'Third-Person Shooter', 'Shooter', 'Great Soundtrack', 'Adventure', 'America', 'Driving', 'Music', 'Classic', 'Nudity', 'Multiplayer', 'Sandbox', '3D Vision', 'RPG']",Action,True
Francisca,SambaWarKiddo,"['Indie', 'Action', 'Adventure', 'Casual', 'Horror', 'Stealth']",Action,False
Strike.is: The Game,76561198080960113,"['Free to Play', 'Massively Multiplayer', 'Action', 'Shooter', 'Multiplayer', '2D', 'Strategy']",Action,True
Spec Ops: The Line,jjas01,"['Story Rich', 'Third-Person Shooter', 'Action', 'Atmospheric', 'Singleplayer', 'Third Person', 'Psychological', 'Adventure', 'Political', 'War', 'Shooter', 'Dark', 'Multiplayer', 'Mature', 'Great Soundtrack', 'Military', 'Based On A Novel', 'Post-apocalyptic', 'Co-op', 'Horror']",Action,True
The God's Chain,siddhugoge,"['Action', 'FPS', 'Third-Person Shooter', 'Multiplayer', 'Sci-fi', 'Aliens', 'Shooter', 'Co-op Campaign', 'Online Co-Op']",Action,True
Burn Zombie Burn!,krogdog,"['Action', 'Zombies']",Action,True
Shop Heroes,76561198067309171,"['Free to Play', 'Simulation', 'Casual', 'Strategy', 'RPG', 'Massively Multiplayer', 'Crafting', 'Building', 'Multiplayer', 'Management', 'Fantasy', 'Clicker', 'Singleplayer', 'Co-op']",Casual,False
Darksiders™,76561198064713620,"['Action', 'Adventure', 'Hack and Slash', 'Third Person', 'Singleplayer', 'Post-apocalyptic', 'Fantasy', 'Controller', 'Action RPG', 'Action-Adventure', 'Puzzle', 'Metroidvania', 'Open World', '3D Platformer', 'Spectacle fighter', 'RPG', 'Gore', ""Beat 'em up"", 'Character Action Game', 'Platformer']",Action,True
Sky Valley,76561198042193560,"['Casual', 'Simulation', 'Racing', 'Indie', 'Flight']",Casual,False
ROD: Revolt Of Defense,rninetynine,"['Strategy', 'Simulation', 'Action', 'Indie']",Action,True
You Have 10 Seconds,dream2506,"['Free to Play', 'Indie', 'Platformer', 'Difficult', 'Great Soundtrack', 'Singleplayer', '2D', 'Pixel Graphics', 'Funny']",Free to Play,True
Tactical Intervention,76561198049614185,"['Free to Play', 'Action', 'FPS', 'Multiplayer', 'Shooter', 'Tactical', 'Co-op', 'First-Person', 'Open World', 'Zombies', 'Singleplayer', 'Adventure', 'Massively Multiplayer', 'Strategy', 'Simulation', 'Gore', 'RPG', 'Sandbox', 'Indie', 'Casual']",Action,False
Unbox: Newbie's Adventure,meowvel,"['Adventure', 'Open World', '3D Platformer', 'Indie', 'Action', 'Comedy', 'Funny', 'Singleplayer', 'Cute', '4 Player Local']",Action,True
The Pirate: Caribbean Hunt,FUCKINGkike,"['Free to Play', 'Pirates', 'Adventure', 'Multiplayer', 'Naval', 'Strategy', 'Simulation', 'Action', 'Open World', 'Indie', 'Sailing', 'Singleplayer', 'Economy', 'Historical', 'Exploration', 'Atmospheric', 'Choices Matter', 'Choose Your Own Adventure', '6DOF', 'Cult Classic']",Action,False
Sparky's Hunt,76561198097172610,"['Indie', 'Horror']",Indie,True
Everything is Peachy,76561198071684592,"['Strategy', 'Indie', 'Singleplayer']",Indie,True
True or False,76561198009992783,"['Casual', 'Cute', 'Memes', 'Singleplayer', 'Indie', 'Free to Play', 'Choices Matter', 'Family Friendly']",Casual,True
Super Switch,76561198075141715,"['Indie', 'Platformer']",Indie,True
You Have 10 Seconds 2,TfhuAWGscvg,"['Free to Play', 'Casual', 'Indie', 'Platformer']",Casual,True
Galactic Storm,mikeyg74,"['Action', 'Indie', ""Shoot 'Em Up""]",Action,True
What The Box?,Limo1300,"['Action', 'Indie', 'Multiplayer', 'Funny', 'Arena Shooter', 'FPS', 'Memes']",Action,True
Left 4 Dead 2,Wackky,"['Zombies', 'Co-op', 'FPS', 'Multiplayer', 'Action', 'Online Co-Op', 'Shooter', 'Survival', 'First-Person', 'Horror', 'Team-Based', 'Moddable', 'Gore', 'Survival Horror', 'Post-apocalyptic', 'Singleplayer', 'Adventure', 'Local Co-Op', 'Tactical', 'Replay Value']",Action,True
Atom Zombie Smasher,milez1987,"['Strategy', 'Zombies', 'Indie', 'Top-Down', 'Tower Defense', 'Tactical', 'Replay Value', 'Procedural Generation', 'Great Soundtrack', 'Local Co-Op', 'Singleplayer', 'Local Multiplayer', 'Co-op', 'Sandbox', 'Moddable', 'Casual']",Indie,True
Homefront,76561197980641293,"['Action', 'FPS', 'Multiplayer', 'Shooter', 'Singleplayer', 'First-Person', 'Atmospheric', 'Short', 'War', 'Open World', 'Co-op', 'Adventure', 'Military', 'Story Rich']",Action,True
Red Faction®: Armageddon™,brat81,"['Action', 'Destruction', 'Sci-fi', 'Third Person', 'Third-Person Shooter', 'Singleplayer', 'Shooter', 'Co-op', 'Mars', 'Aliens', 'Multiplayer', 'Adventure', 'Linear', 'Open World', 'FPS', 'Horror']",Action,True
MX vs. ATV Reflex,76561198073642113,"['Racing', 'Offroad', 'Sports', 'Multiplayer', 'Singleplayer', 'Open World', 'Action', 'Simulation', 'Moddable']",Racing,True
"Warhammer 40,000: Space Marine",lilwoynintehhizzle,"['Warhammer 40K', 'Action', 'Third-Person Shooter', 'Sci-fi', 'Third Person', 'Multiplayer', 'Gore', 'Singleplayer', 'Shooter', 'Hack and Slash', 'Dystopian', 'Adventure', 'Co-op', 'Games Workshop', 'Atmospheric', 'Story Rich', 'Online Co-Op', 'Controller', 'Futuristic', 'Great Soundtrack']",Action,True
Saints Row: The Third,76561198030567998,"['Open World', 'Action', 'Comedy', 'Third-Person Shooter', 'Co-op', 'Sandbox', 'Funny', 'Third Person', 'Online Co-Op', 'Singleplayer', 'Character Customization', 'Great Soundtrack', 'Shooter', 'Multiplayer', 'Crime', 'Female Protagonist', 'Adventure', 'Zombies', 'RPG', 'Satire']",Action,True
Saints Row: The Third Initiation Station,Mystic_Fire,"['Action', 'Free to Play']",Action,True
NyxQuest: Kindred Spirits,76561198024555488,"['Adventure', 'Action', 'Platformer', 'Female Protagonist', 'Puzzle', 'Mythology']",Action,True
Amnesia: The Dark Descent,76561197974500703,"['Horror', 'First-Person', 'Atmospheric', 'Survival Horror', 'Indie', 'Adventure', 'Dark', 'Singleplayer', 'Stealth', 'Puzzle', 'Survival', 'Psychological Horror', 'Gothic', 'Action', 'Story Rich', 'Exploration', 'Great Soundtrack', 'Lovecraftian', 'Classic', 'Moddable']",Action,True
Tropico 3: Absolute Power,nealsavage,"['Simulation', 'Strategy', 'City Builder', 'Great Soundtrack', 'Economy', 'Singleplayer', 'Comedy', 'Sandbox']",Strategy,True
Broken Sword: Director's Cut,76561198032873398,"['Adventure', 'Point & Click', 'Classic', 'Mystery', 'Puzzle', 'Female Protagonist', 'Singleplayer', 'Hand-drawn', 'Conspiracy', 'Retro', ""1990's"", 'Third Person', 'Atmospheric', 'Story Rich']",Adventure,True
Tropico 4,76561198074763789,"['City Builder', 'Simulation', 'Strategy', 'Management', 'Comedy', 'Sandbox', 'Singleplayer', 'Great Soundtrack', 'Economy', 'Real-Time with Pause', 'Politics', 'Building', 'Resource Management', 'Funny', 'Political', 'Atmospheric', 'RTS', 'Cold War', 'Capitalism', 'God Game']",Simulation,True
Jagged Alliance - Back in Action,companothemuslim,"['Strategy', 'RPG', 'Tactical', 'Simulation', 'Real-Time with Pause', 'Turn-Based', 'Remake', 'Action', 'Singleplayer', 'Turn-Based Strategy']",RPG,True
Duke Nukem Forever,ANUSLUBE,"['FPS', 'Action', 'Nudity', 'Shooter', 'Aliens', 'Singleplayer', 'Comedy', 'Sci-fi', 'Multiplayer', 'First-Person', 'Mature', 'Funny', 'Gore', 'Dark Humor', 'Classic', 'Adventure', 'Memes', 'Atmospheric', 'Linear', '3D Vision']",Action,True
Jolly Rover,RanbowJankins,"['Adventure', 'Indie', 'Point & Click', 'Casual', 'Comedy', 'Pirates', 'Family Friendly', 'Touch-Friendly', 'Singleplayer']",Adventure,True
MacGuffin's Curse,76561198034823626,"['Adventure', 'Casual', 'Indie', 'Puzzle', 'Werewolves', 'Comedy']",Adventure,True
Blood Bowl® Legendary Edition,furbslice,"['Strategy', 'Sports', 'Turn-Based', 'Board Game', 'Fantasy', 'Turn-Based Strategy', 'Multiplayer', 'Singleplayer', 'Games Workshop', 'Tactical', 'Warhammer 40K']",Sports,True
Wargame: European Escalation,Dante69123,"['Strategy', 'RTS', 'Military', 'Cold War', 'Wargame', 'Realistic', 'Real Time Tactics', 'Alternate History', 'War', 'Action', 'Simulation', 'Singleplayer', 'Multiplayer', 'Real-Time', 'Tactical']",Strategy,False
Ricochet,agenteagle,"['Action', 'FPS', 'Multiplayer', 'First-Person', 'Cyberpunk', 'Classic', 'Space', 'Sci-fi', 'Shooter', 'Conspiracy', 'Memes', 'Platformer', 'Psychological Horror']",Action,True
STAR WARS™ Republic Commando™,Knight-Silver,"['Star Wars', 'Action', 'FPS', 'Tactical', 'Sci-fi', 'Singleplayer', 'Shooter', 'First-Person', 'Multiplayer', 'Classic', 'Great Soundtrack', 'Space', 'Atmospheric', 'Adventure', 'Team-Based', 'Co-op', 'War', 'Strategy', 'Dark', 'Futuristic']",Action,True
STAR WARS™ Jedi Knight - Jedi Academy™,76561198030567998,"['Star Wars', 'Action', 'Sci-fi', 'Multiplayer', 'Third Person', 'Singleplayer', 'Classic', 'Character Customization', 'FPS', 'Moddable', 'Adventure', 'Shooter', 'Swordplay', 'First-Person', 'RPG', 'Third-Person Shooter', 'Hack and Slash', 'Great Soundtrack', 'Fighting', 'Female Protagonist']",Action,True
STAR WARS™ Jedi Knight II - Jedi Outcast™,DexterJettster,"['Star Wars', 'Action', 'Classic', 'Sci-fi', 'FPS', 'Multiplayer', 'Third Person', 'Shooter', 'Singleplayer', 'Third-Person Shooter', 'Great Soundtrack', 'Story Rich', 'Adventure', 'Cult Classic', 'First-Person', 'Swordplay', 'Space', 'Moddable', 'Atmospheric']",Action,True
"Star Wars: Battlefront 2 (Classic, 2005)",76561198092540221,"['Star Wars', 'Action', 'Multiplayer', 'Third-Person Shooter', 'Shooter', 'Sci-fi', 'Space', 'Classic', 'FPS', 'First-Person', 'Singleplayer', 'Moddable', 'Third Person', 'Military', 'Tactical', 'Strategy', 'Co-op', 'Great Soundtrack', 'Adventure', 'Open World']",Action,True
Numen: Contest of Heroes,76561198048191382,"['RPG', 'Action RPG', 'Mythology']",RPG,True
Lucid,Hw__aN,"['Casual', 'Indie', 'Puzzle', 'Match 3']",Indie,True
Shank,76561198094656207,"['Action', 'Indie', ""Beat 'em up"", 'Local Co-Op', 'Side Scroller', '2D', 'Platformer', 'Gore', 'Singleplayer', 'Short', 'Adventure', 'Co-op', 'Controller', 'Multiplayer']",Action,True
Fractal: Make Blooms Not War,alyboxie,"['Casual', 'Indie', 'Puzzle']",Indie,True
Age of Wonders,76561197973337386,"['Strategy', 'RPG', 'Turn-Based Strategy', 'Fantasy', 'Turn-Based', 'Classic', '4X', 'Great Soundtrack', 'Multiplayer', 'Singleplayer']",RPG,True
Zen Bound 2,Rhyzak,"['Casual', 'Indie', 'Puzzle', 'Relaxing', 'Singleplayer']",Indie,True
Critter Crunch,76561198109102495,"['Indie', 'Casual', 'Puzzle', 'Action', 'Cute', 'Family Friendly', 'Local Co-Op', 'Multiplayer']",Action,True
Portal 2,76561198028895010,"['Puzzle', 'Co-op', 'First-Person', 'Sci-fi', 'Comedy', 'Singleplayer', 'Adventure', 'Online Co-Op', 'Funny', 'Science', 'Female Protagonist', 'Action', 'Story Rich', 'Multiplayer', 'Atmospheric', 'Local Co-Op', 'FPS', 'Strategy', 'Space', 'Platformer']",Action,True
Flight Control HD,Hawkez,"['Casual', 'Action', 'Arcade', 'Touch-Friendly', 'Singleplayer', 'Indie', 'Strategy']",Action,True
Vegas: Make It Big™,76561197993557726,"['Strategy', 'Simulation', 'Management']",Strategy,True
Chime,zomgieee,"['Casual', 'Puzzle', 'Music', 'Rhythm', 'Great Soundtrack', 'Indie', 'Singleplayer']",Casual,True
FlatOut,BeyondBlitz,"['Racing', 'Destruction', 'Driving', 'Multiplayer', 'Classic', 'Arcade', 'Funny', 'Action', 'Singleplayer', 'Great Soundtrack']",Racing,True
The Longest Journey,shardaurabitch,"['Adventure', 'Point & Click', 'Female Protagonist', 'Story Rich', 'Fantasy', 'Classic', 'Sci-fi', 'Futuristic', 'Singleplayer', 'Cyberpunk', 'Funny', 'Puzzle', 'Atmospheric', 'RPG', 'Action', 'Great Soundtrack', 'Third Person']",Action,True
Monday Night Combat,76561197976404001,"['Action', 'Indie', 'Sports', 'Strategy', 'MOBA', 'Third-Person Shooter', 'Multiplayer', 'Arena Shooter', 'Comedy', 'Tower Defense', 'Co-op', 'Cartoon']",Action,True
Sniper Elite V2,pudjapu,"['Sniper', 'Action', 'Stealth', 'World War II', 'Co-op', 'Shooter', 'Third-Person Shooter', 'Multiplayer', 'Third Person', 'Singleplayer', 'Bullet Time', 'War', 'FPS', 'Online Co-Op', 'Tactical', 'Historical', 'Gore', 'Strategy', 'Simulation', 'Adventure']",Action,True
Swords and Soldiers HD,DemonPieOfTheNight,"['Strategy', 'Indie', 'Casual', 'Action', '2D', 'Tower Defense', 'Cartoony', 'Side Scroller', 'Multiplayer']",Action,True
Riven: The Sequel to MYST,becausenobodylikesdefaulturls,"['Adventure', 'Puzzle', 'Point & Click', 'Classic', 'Exploration', 'Story Rich', 'Difficult', 'First-Person', 'Casual', 'Atmospheric', 'FMV', 'Steampunk', ""1990's""]",Adventure,True
Myst: Masterpiece Edition,serafiki,"['Adventure', 'Point & Click', 'Puzzle', 'Classic', 'Casual', 'Atmospheric', 'Exploration', 'Surreal', 'Story Rich', 'Mystery', 'First-Person', ""1990's"", 'FMV', 'Steampunk']",Adventure,False
Bloodline Champions,taiyoyoyo,"['Free to Play', 'Action', 'MOBA', 'Multiplayer', 'Massively Multiplayer', 'PvP', 'RPG', 'Fast-Paced', 'Competitive']",Action,True
BIT.TRIP BEAT,reywqrrtty,"['Indie', 'Rhythm', 'Music', 'Action', 'Casual', 'Arcade', 'Minimalist', 'Great Soundtrack', 'Difficult', '2D', 'Retro', 'Pixel Graphics', 'Mouse only', 'Singleplayer']",Action,True
BIT.TRIP RUNNER,AESTHETICSVAPORWAVE,"['Indie', 'Rhythm', 'Platformer', 'Difficult', 'Music', 'Runner', 'Retro', 'Action', 'Great Soundtrack', 'Singleplayer', '2D', 'Pixel Graphics', 'Arcade', 'Minimalist', 'Side Scroller', 'Casual', 'Controller']",Action,True
Delve Deeper,Ryuuuuuuu,"['Strategy', 'Indie', 'Adventure', 'RPG', 'Turn-Based', 'Mining', 'Multiplayer', 'Singleplayer']",Adventure,False
Fantasy Wars,Hawkez,"['Strategy', 'Turn-Based', 'Fantasy', 'Turn-Based Strategy', 'Singleplayer']",Strategy,True
Men of War: Vietnam,76561198029069901,"['Strategy', 'RTS', 'War', 'Tactical', 'Real Time Tactics', 'Action', 'Historical', 'Co-op', 'Singleplayer', 'Multiplayer']",Strategy,False
Men of War: Assault Squad,76561198062924967,"['Strategy', 'World War II', 'Tactical', 'War', 'Multiplayer', 'RTS', 'Military', 'Realistic', 'Real Time Tactics', 'Action', 'Co-op', 'Historical', 'Simulation', 'Moddable', 'Destruction', 'Tanks', 'Singleplayer', 'Level Editor', 'FPS']",Strategy,True
Nexus - The Jupiter Incident,stuntaneous,"['Strategy', 'Space', 'Sci-fi', 'Simulation', 'RTS', 'Indie', 'Singleplayer', 'Atmospheric', 'Multiplayer', 'Tactical', 'Classic', 'Moddable', 'Cult Classic', 'Real Time Tactics']",Indie,True
Dustforce DX,Elk160,"['Platformer', 'Great Soundtrack', 'Indie', 'Difficult', 'Time Attack', '2D', 'Action', 'Stylized', 'Local Multiplayer', 'Local Co-Op', 'Score Attack', 'Side Scroller', 'Level Editor', 'Singleplayer', 'Fast-Paced', 'Parkour', '4 Player Local', 'Atmospheric']",Action,True
Devil May Cry® 3 Special Edition,ryanflyin13,"['Action', 'Hack and Slash', 'Stylized', 'Great Soundtrack', 'Spectacle fighter', 'Character Action Game', 'Classic', 'Singleplayer', 'Difficult', 'Third Person', 'Adventure', ""Beat 'em up"", 'Fantasy', 'Story Rich', 'Atmospheric', 'Demons', 'Controller', 'Comedy', 'Funny', 'Horror']",Action,True
Painkiller Redemption,TruAsianGamer,"['Action', 'FPS', 'Shooter', 'Horror']",Action,True
Take On Helicopters,NexusAU,"['Simulation', 'Flight', 'Open World', 'TrackIR', 'Sandbox', 'Co-op']",Simulation,True
Carrier Command: Gaea Mission,76561198057728382,"['Strategy', 'Action', 'Sci-fi', 'RTS', 'Singleplayer', 'Tactical', 'Open World', 'Remake', 'FPS', 'Simulation', '3D Vision']",Action,True
ARMA: Gold Edition,TheLifeAndTimesOfTim,"['Simulation', 'Action', 'Military', 'Strategy', 'FPS', 'Tactical', 'Multiplayer', 'Realistic', 'Sandbox', 'Open World', 'Singleplayer', 'Shooter', 'First-Person']",Action,True
ARMA: Cold War Assault,armouredmarshmallow,"['Simulation', 'Action', 'Strategy', 'Military', 'Classic', 'Open World', 'Cold War', 'FPS', 'Tactical', 'Multiplayer', 'Shooter', 'First-Person', 'War', 'Realistic', 'Singleplayer', 'Moddable', 'Sandbox', 'Team-Based', 'Third Person', 'Adventure']",Action,True
Dungeon Defenders,Wackky,"['Tower Defense', 'RPG', 'Strategy', 'Co-op', 'Action', 'Online Co-Op', 'Multiplayer', 'Fantasy', 'Indie', 'Third Person', 'Local Co-Op', 'Singleplayer', 'Local Multiplayer', '4 Player Local', 'Split Screen', 'Action RPG', 'Hack and Slash', 'Loot', 'Third-Person Shooter', 'Survival']",Action,True
The Bureau: XCOM Declassified,kofeyh,"['Action', 'Tactical', 'Sci-fi', 'Third-Person Shooter', 'Singleplayer', 'Third Person', 'Strategy', 'Aliens', 'Shooter', 'RPG', 'Adventure', 'Atmospheric', 'Multiplayer', 'Cold War', 'Story Rich', 'Open World', 'Stealth', 'Noir', 'Co-op']",Action,True
Sid Meier's Civilization®: Beyond Earth™,auzmoz,"['Strategy', 'Turn-Based Strategy', 'Sci-fi', 'Space', '4X', 'Turn-Based', 'Multiplayer', 'Singleplayer', 'Futuristic', 'Aliens', 'Tactical', 'Hex Grid', 'Grand Strategy', 'Replay Value', 'Exploration', 'Atmospheric', 'Adventure', 'Moddable', 'Simulation', 'Action']",Strategy,True
The Darkness II,76561198067214601,"['FPS', 'Action', 'Gore', 'Shooter', 'Co-op', 'Singleplayer', 'Dark', 'First-Person', 'Horror', 'Atmospheric', 'Multiplayer', 'Story Rich', 'Short', 'Violent', 'Comic Book', 'Multiple Endings', 'Supernatural', 'Adventure', 'Nudity', 'Funny']",Action,True
